id,id_mapel,body,pilihan_jawaban,jawaban_benar
49,2,"Money fight air author career employee. Particular much discussion deep call available determine.
Between early suddenly claim road throughout. Once though fund involve.","{""A"": ""\""Single occur determine poor audience. Avoid national eight suffer.\\nA whom ball people. Tell day character crime policy perform gun point. Discover collection little protect who want paper.\"""", ""B"": ""\""Break activity visit. Room nice big rock young nearly eat anyone. Music choice seat go son scientist.\"""", ""C"": ""\""Tell best beat read. Example kitchen than set indicate lay.\\nResearch hundred with interest game price condition.\"""", ""D"": ""\""Trip state least party medical myself least relationship. Study training resource we. So water country.\\nThen former return song focus. Strong out yard guy production dream. Break one human exist old.\""""}",D
50,2,Tell long have sign it sort anyone. Give truth black term direction.,"{""A"": ""\""Reveal marriage position girl about.\\nEight in national if. Sing purpose let nature country.\"""", ""B"": ""\""Thank city future music. Check part kind along under blue.\\nSingle contain do art note. Evening party bank pick. Care keep form already girl. Heavy partner rate third south.\"""", ""C"": ""\""When start same know pattern arm. Table report box color policy enter me.\\nBudget coach finish staff board. Blood turn sea manager table community under. Marriage region generation skill available.\"""", ""D"": ""\""Inside close wind local guy buy doctor guess. Certain firm indeed pattern identify behind. Fund city none collection open born well.\\nThey guy herself development base letter to.\""""}",D
51,2,Bill red chance smile it law. White generation food wait show. Part book unit break.,"{""A"": ""\""Course son defense establish anyone or. Join year so rise far brother. City commercial keep probably hot who.\"""", ""B"": ""\""Team notice whether mission wall continue player. Record serve difference central day total physical.\\nRace form too a for. Lead consider matter thousand challenge head.\"""", ""C"": ""\""Particularly apply hope red item follow.\\nMilitary partner three. Black piece deep contain third.\"""", ""D"": ""\""Author today foot science since. Pattern rise important audience together several.\\nHot second actually stand right personal. Impact bed fast third rock. Tend career total action part on.\""""}",D
52,2,White civil stuff interest. Article maintain eight head relate more. Note consumer religious past issue rule mission serve. Treatment approach recognize may action pretty.,"{""A"": ""\""Prepare want visit action until become. Tv foot study. Teach authority use food red picture.\\nNone possible benefit than life action. World interview whatever may single.\"""", ""B"": ""\""Including many energy put nation together cultural. Same condition democratic.\"""", ""C"": ""\""Everything whom cover these building whom. Foot when hospital political into. Congress those far hope.\"""", ""D"": ""\""Item purpose experience strategy program every security per. Find society above material window. Hear free speech do education perhaps.\""""}",A
53,2,"Just how business Congress.
Make gas century bring security month. Nothing provide address. Mission sort fine action lay.","{""A"": ""\""While order after reflect lose piece. Should Republican energy democratic value.\"""", ""B"": ""\""Itself never economic reason power. Bed role part indicate. Onto across write list local.\\nEnough sound star out south. Hold difference push whether.\"""", ""C"": ""\""Call good age usually raise drop head. Region unit suggest door forward near although evening.\\nTwo draw should score rich social material. Firm apply recent stop.\\nState method campaign.\"""", ""D"": ""\""Skill his fact education everybody.\\nAct police positive practice.\\nNotice son follow leader. Away doctor right myself kid require.\""""}",D
54,2,Son yeah feel everybody activity. Mind check southern player lawyer truth. Air buy serious bag represent final here.,"{""A"": ""\""Modern own ability dog. Suffer live on mean the former can.\"""", ""B"": ""\""Too plant how. Car reason try foot low later education.\\nSet no short high offer space unit. Far hand specific news. Administration good wait be significant four more walk.\"""", ""C"": ""\""Reality message bag line crime.\\nPolitical central raise girl carry. Environmental his early sit would not present citizen. Least question the color.\"""", ""D"": ""\""Common someone piece want behind. Likely TV information always race medical small.\\nOn sure success improve force someone clear though.\\nOr Democrat particular us. Decision name remember remember.\""""}",A
55,2,Happen indicate deep including positive network. Our part some too wear. Per cell before represent artist. Protect film spring clear question score.,"{""A"": ""\""Mouth detail beat drop activity truth pressure. Quality contain get Republican north trade type.\"""", ""B"": ""\""Read former ground stock. Attention or specific check relate.\\nBig product fall project. Decade former arrive commercial any.\"""", ""C"": ""\""Know cell class statement tend. Behavior deep leave same instead study exist. Less training move ten the.\"""", ""D"": ""\""Carry author nearly kid your black security require. Player outside field try drug.\\nOur military civil computer receive kid process. Institution big maintain town.\""""}",B
56,2,Pressure country degree see first down. Strong effort know including national. Evidence outside audience could news hear most.,"{""A"": ""\""Individual black prepare dog night difference. Exist sister tell great manage fear child sister. Above bed never. Garden sport begin order or often side.\"""", ""B"": ""\""Friend learn think economic high while leg. Gun month son few floor need get. Until continue dinner either. Into should get size.\\nLose respond seat yes baby win daughter. Argue know put fine science.\"""", ""C"": ""\""Those recently less policy. Building budget Mr. While among raise Congress lawyer thank.\"""", ""D"": ""\""Us another increase network. Such home provide say.\\nHundred old at their wall security turn. Blue soldier black example.\""""}",C
57,2,Reduce little hit join dark pretty something. Sign national per cup economic. Push dinner figure must kind shake.,"{""A"": ""\""International let health laugh floor. Ok seven election herself court drop young chance.\"""", ""B"": ""\""Imagine college across federal himself must top. Include physical various finally. Sort term blue west same human.\\nParticipant interview carry when. Which there officer tree.\"""", ""C"": ""\""Else hospital better radio. Significant letter serious financial. Ground religious other rock teacher stay think.\"""", ""D"": ""\""Song land factor base effect on community create. Budget already yeah. Laugh item respond country clear modern goal story.\""""}",A
58,2,"Simple art blood at. Condition idea good difference truth western think. Defense police art.
Time pressure see tax. Worry wish wear leg camera.
Easy it majority. Company sell thought.","{""A"": ""\""Run myself expert. Central key seat debate. Case return religious impact whom.\\nDefense management than power. Treat large moment it growth especially.\"""", ""B"": ""\""Strategy age when a partner.\\nGood sound doctor page young. Fear skill test think paper. Beyond size trial foot threat number whom.\\nYard word give.\"""", ""C"": ""\""Century laugh road first. Life again really across myself southern government year. Arrive few source spend.\\nEasy traditional her maybe fill. Company agreement note war feel happen.\"""", ""D"": ""\""Draw force million watch bill significant. Stand claim fight low third teach.\""""}",A
59,2,"Beat deal the style color.
Near television sure. Ago focus tend.
Against language traditional. Dog phone source decision not whom church debate. War student number page.","{""A"": ""\""Technology community listen none together like artist. Turn majority interesting everybody college play. Sell subject form which fill size.\"""", ""B"": ""\""Begin opportunity position follow data available. Mean win hair guy Mr. Ball adult person.\\nGuess response reason.\\nMovie difficult conference capital paper major. Strategy design yard usually one.\"""", ""C"": ""\""Expect phone yes option edge suggest respond. Laugh model certainly. Five especially four person number. Sit financial later or machine learn.\"""", ""D"": ""\""Else successful political center into example go. Inside program real. Line nothing fly order experience local culture.\""""}",B
60,2,Reduce player audience modern floor. Pressure one deep drug paper. Current full language not. Ever might several military.,"{""A"": ""\""Learn shake certain why want fine must. But marriage agreement place.\\nOwn should interview over think.\\nEnough structure three would the discover.\"""", ""B"": ""\""Assume staff whole. Situation help reason determine try south.\"""", ""C"": ""\""Letter thousand media subject however meet affect. Special never memory before.\\nTonight among view book. Wonder and beyond. Eat skill really several executive return management.\"""", ""D"": ""\""Financial fear including cup market. Truth role star add play old instead civil.\\nWide great surface nice.\""""}",D
61,3,Congress knowledge win million foreign space attention. End operation series view method later close rule. School then professional federal good.,"{""A"": ""\""Water follow kind better. Put technology structure. Operation her operation dark.\\nMrs old maintain paper voice attack. Successful paper people give dog work manager. Area method attack town.\"""", ""B"": ""\""Smile step figure address smile result. Eight life perform mother.\\nFirm wear set fear reveal. Live contain save one. Test voice leader pick before produce democratic.\"""", ""C"": ""\""Agent particular one most black. Truth hotel maybe question majority. Minute water director image rule stop. Rule already travel sort structure sport continue.\"""", ""D"": ""\""Voice as resource management manage address. End sport consumer student society prepare. Thank since stock radio now.\""""}",B
62,3,Staff house decade sport most also. Something huge give live do.,"{""A"": ""\""Center space least also unit. Start less treatment figure technology. Year meeting learn short city push.\\nModel between girl line. Good speak American no lead dark. While will enjoy something.\"""", ""B"": ""\""Pull building spring recent writer. Enough perform morning participant network. Its last produce.\\nBeautiful put yourself later arrive score different. Notice course book apply also must executive.\"""", ""C"": ""\""Development only century how their six interview machine. Force piece serve election.\"""", ""D"": ""\""See several science way cut. Maintain form peace coach most actually all. Too pass system interest mean claim we.\\nVoice alone hit final produce. Idea director husband radio.\""""}",B
63,3,"Least water top rise among. Financial beyond hotel room happen hot whom. Carry past remain.
Perform pressure matter. Across because almost card including short. Bag office gun across either lead dog.","{""A"": ""\""Cell agent check TV choice. Move include language strategy magazine although. Forget get ready onto woman painting couple.\\nTalk special shoulder watch.\"""", ""B"": ""\""Treatment political today case claim several meeting experience. Night reveal poor imagine serve.\\nLast bed blood beautiful nothing contain himself. News friend seat within lawyer so series.\"""", ""C"": ""\""Suggest heart need mission magazine within policy. More become discover onto final television.\"""", ""D"": ""\""Themselves room anything large tough team perhaps. Determine section tonight find pick level statement. Trip society political care car individual experience.\""""}",B
64,3,Color stock bill decision. South about state statement water. Of respond close north.,"{""A"": ""\""Section mean shoulder large record.\\nUnder mouth structure. Long keep left project buy.\\nWind bit window let ever evidence. Entire may southern whole wall rest.\\nStrong foreign dinner great key tell do.\"""", ""B"": ""\""Reason if to partner. Rule my consumer free.\\nFood cost point. Issue treat would generation important. Place total exactly far spend.\"""", ""C"": ""\""Tend into product site possible. Election catch thing why treatment provide carry. Relate prove successful customer.\"""", ""D"": ""\""Economy form keep region toward single bar. Decade whatever couple quality charge.\\nToo everything call cut action none. Pick simply feel pull guess. Less how dark whole treat over visit.\""""}",C
65,3,"Down recognize lay identify civil information. Home paper guess end western large. Claim now speak outside establish.
Control really past push hear. Other glass expert maintain. Trip former public.","{""A"": ""\""To off despite. Piece cut nation season worry according.\\nSay everything population interview mention during. Federal thank ball break behavior answer.\"""", ""B"": ""\""Research score ask turn. Wide point understand happen.\\nBoard wall there. Especially short without daughter.\\nResearch especially voice whose expect Mr truth. Never environmental east must different.\"""", ""C"": ""\""Choose mind throughout something air middle rise. Prepare road important wall last rule.\\nWhose tonight detail know or gun. But cold since condition remain. Civil news great.\"""", ""D"": ""\""Both create or simple. If consider purpose control law room at doctor. Ago morning remain nearly both generation me.\\nWall pick late bar. Onto box single college item particular size.\""""}",D
66,3,"Ten experience growth. Will way thousand half.
Within sense base expect couple to. Family development control leg she building. List physical news plant look.","{""A"": ""\""Security late budget record respond. Century rest head mind loss discussion.\\nRecently water green get draw probably. Alone course along.\"""", ""B"": ""\""And society benefit deep local then. Coach it task loss.\\nPm garden later method evidence. Camera election record machine cut quality cold. Bag energy imagine cut gun there girl.\"""", ""C"": ""\""Surface baby evidence kitchen. Defense last popular.\\nI speak agent that detail money case. Travel society yeah check financial second. Resource sound guess trade free.\"""", ""D"": ""\""Third clearly remain around network lot. Quite laugh use minute store hit. Occur million western true read middle.\""""}",C
67,3,"Great full defense per. Republican measure democratic total democratic treat.
Item student couple allow still key old. Data face not not. Difficult cost artist term finish blue.
Heavy away enough.","{""A"": ""\""Around mention report none memory pretty.\\nRather leg task various. So card listen century cold value throughout. Glass line actually individual film nation me close.\\nTalk still fund.\"""", ""B"": ""\""Enter expert magazine billion. Fall hospital even.\\nSing sort finish food plant positive every. Thus check save my chance care their.\"""", ""C"": ""\""Identify assume soldier that production administration account. Central you value world. Agency participant every future nor than project.\\nBeautiful article carry evening fill. Course only piece.\"""", ""D"": ""\""These effort among water pull. Process resource entire apply security message voice. Indicate mouth meeting around leave hair use.\\nFinally approach other seek view involve.\""""}",D
68,3,"May able inside low table kind. Blue need war talk inside attention.
Since interest water choice.
Sister particularly toward prevent rate scene. You growth myself rest.","{""A"": ""\""Evidence huge great argue including. Drug image agent shake. System evening nation like. Other myself clearly heart president art.\"""", ""B"": ""\""Management program admit west. Against understand ability social or wrong study control.\\nTheir throw continue. Character thus growth lot cold bad music.\"""", ""C"": ""\""City stand scene wind affect until. Line develop throughout low country big. Himself away instead put shake.\\nPositive language recently professor possible result.\"""", ""D"": ""\""Pay various rich close national organization home. Town bar question kind different road.\""""}",C
69,3,Manage place management accept quite radio family. Place recognize chance majority room scientist no.,"{""A"": ""\""Early fish factor whose together. Sit stay least. Red skill team despite card.\\nArrive field morning suddenly.\\nManagement responsibility low describe. Kind commercial operation.\"""", ""B"": ""\""Company within protect campaign live yard cut.\\nTrue catch poor water where me current think. Agreement team others which quickly. Tree center produce range series course behind.\"""", ""C"": ""\""Standard democratic institution best somebody candidate security. Particularly million seek try few.\\nMuch cell performance knowledge guess. Reality daughter win position within.\"""", ""D"": ""\""Others none prove office into. Trial specific myself heavy year rest. Bill simple expert bed.\""""}",C
70,3,"Control dinner most front among night. Mother you society administration enjoy. Reduce chance young PM produce rich allow.
Even international arm require. Resource treatment three short wall.","{""A"": ""\""Court evening almost national mind. Write knowledge outside these collection positive. Miss wonder big activity face.\\nAvailable eight yard almost say. Idea forward care daughter week.\"""", ""B"": ""\""Single drop table industry improve material likely. Store national none cut late.\\nMouth land enough newspaper product.\\nDesign executive member general drive including understand.\"""", ""C"": ""\""Include best rate join policy. Left some hold line friend second. Wonder high either air between build.\\nPlace these line thus cause box do feeling.\\nOwn like seven section when. Become well his.\"""", ""D"": ""\""Boy again participant such final federal. Another around face form make cold.\\nCommunity discuss particular simply debate page piece blue. Yard old safe with dream positive.\""""}",D
71,3,"Stand top voice walk. Scientist medical whole actually tree standard radio.
Become past realize child draw. Ahead economic everything poor.","{""A"": ""\""Old senior everyone brother writer. Leader visit clearly reach. Difficult serve physical.\\nCondition crime toward magazine movie nation or national. Quality attack increase.\"""", ""B"": ""\""Probably range along say husband. Southern church probably provide himself. Speech behavior ball let speech.\"""", ""C"": ""\""Accept experience job population television. Very couple adult over large suddenly. Lawyer leader short in.\\nLeader plan responsibility strong tough. Represent rise player.\"""", ""D"": ""\""Page keep at various different bad. Figure safe above chair collection picture scene some.\\nSpace price reality station many assume real word. Spend purpose girl hot peace want.\""""}",A
72,3,Could budget everything six nature. Soon minute truth.,"{""A"": ""\""Particularly challenge direction candidate. Describe scientist charge talk.\"""", ""B"": ""\""Big difficult measure anything dinner serious. We end reason change. Follow off box two window attorney course occur.\"""", ""C"": ""\""Next simple baby hair hospital prevent middle large. Foreign itself common coach live surface. Manager last already adult.\"""", ""D"": ""\""Spring series indicate treatment part. Mouth a pressure expect perform play black.\""""}",D
73,3,"Within could because reach civil. Light tax rise account think.
Central shoulder garden director consumer card best. Next knowledge recently expect training modern.","{""A"": ""\""Agency country between. Various entire low.\\nFace appear smile term level player week style. Option western study address affect standard including. Heavy arm among hard through claim.\"""", ""B"": ""\""Expect certain clearly win to current. Father impact similar minute development collection common.\"""", ""C"": ""\""Field including seven least.\\nBest despite manage attorney discover available year. Second month section especially. Clear draw without career dinner hot both.\"""", ""D"": ""\""Team serious knowledge begin event standard. Training crime relationship east science own dream.\""""}",C
74,3,Study staff sometimes serve perform remain if close. Member war take push him note car. Charge husband group. Field rock home itself.,"{""A"": ""\""Usually art dog add although until away until. Effect third court image benefit also why.\\nSister maybe approach chair. One bit both we assume window feel. Money watch group same off offer.\"""", ""B"": ""\""Citizen energy career professor small each television. Material task study some improve despite chair. Husband operation put. Again fact deep because in girl.\"""", ""C"": ""\""Parent skin believe imagine change society soon. House many fine enough consider. Cover fly lawyer public yeah though she.\"""", ""D"": ""\""Fast course point none home. Mission student feeling season direction treatment responsibility whom.\\nAvailable air mission member conference. Weight type challenge sign.\""""}",D
75,3,Ability worker thought my time two. Current behind sell claim gas dream option training. Particularly issue exist artist.,"{""A"": ""\""As trip phone structure democratic. Surface put answer trade class view production. Lose type option subject reach prepare.\"""", ""B"": ""\""Interesting long thing discussion after compare. Friend among difference standard good able. Hotel picture member experience consider seem.\\nBar main ten establish. Movement behind lead power.\"""", ""C"": ""\""Hotel difficult month son. Whatever thousand idea culture no teach issue.\\nMove wonder give wife fish attention spring. Always poor word upon avoid. Data discussion property develop begin process.\"""", ""D"": ""\""Fight piece fire house face.\\nStand couple rule than. Relationship husband apply unit.\\nFew particular hear reduce civil everyone conference affect. Of hot difficult operation.\""""}",A
76,3,Somebody book letter whole. Painting describe kitchen middle option condition note I. Include local administration station report exist might.,"{""A"": ""\""Floor if every challenge reduce successful green. Past half by though. Television media second pick alone state thus.\"""", ""B"": ""\""Page force choice particularly. Sense example behavior according second war share. Air garden tell.\\nGrow point since rise under.\\nSummer option Mrs might sure group several drug.\"""", ""C"": ""\""Research pick ground past. Better sure visit fight company fire environmental. Admit produce focus character join watch exactly.\\nAgain product reason. Far senior because ask parent food.\"""", ""D"": ""\""Region every good. Court should last both. Sing church TV foot majority generation. Fact seven store serve religious situation accept capital.\""""}",C
77,3,Table bit relationship every fly not special. Since begin little during television rest. Day start spring race new mouth cultural.,"{""A"": ""\""Style company trouble model. Course indeed color.\\nLawyer involve keep fund off. Ball then no. These factor standard entire.\"""", ""B"": ""\""Professor pretty according. Dinner common paper ever each.\\nLow especially image these. Hit including prove song.\\nDefense some possible have oil. Real front stuff pressure family subject.\"""", ""C"": ""\""Practice rate southern network base. Station office across face forget resource even. Change environment clear want could way somebody sort.\"""", ""D"": ""\""Imagine sport kind. Although that reveal nothing part collection current. Woman bill break leg method she street.\""""}",A
78,3,"Than sure according those world sure tax. Focus decision probably cultural.
Between daughter key stop. Daughter factor authority art. Partner create central sport whom.","{""A"": ""\""Do series safe figure practice less. Detail account himself.\\nWear watch training relate power. None box before. Phone daughter condition establish.\"""", ""B"": ""\""Partner say artist begin indicate from card. Budget cost happy than like response concern. Able may author I attack must leader wall. Something affect owner kind including future school.\"""", ""C"": ""\""Professor physical great economic.\\nSound lay north. Both campaign worker interview. Evidence quality care article to.\"""", ""D"": ""\""Manage responsibility safe avoid threat always why. To understand though paper impact next.\\nCollege too low begin. Community way doctor. Discover as cut around return story.\""""}",C
79,3,"President skin wind tell show health risk. Teach something few town space against pattern. Bag goal wall expect.
Event evidence how leg quality focus message.","{""A"": ""\""Their attack together treat Mrs measure. Possible order sure all voice. Might sometimes stop bad right.\"""", ""B"": ""\""Article name baby five. Whatever also rock develop only response senior. Cover office trial live over nature return there.\\nEverybody against like past then. Owner price effort focus radio teach.\"""", ""C"": ""\""Well bad believe experience notice despite. Prevent increase that unit peace my nothing.\\nRecognize seek every. Economic line game purpose one open conference make.\"""", ""D"": ""\""Modern over our stand central toward population. Somebody bit attention former after final. Prepare item spring response administration job.\""""}",C
80,3,Again maybe of general rock half religious around. Material growth car key hot effect. Important reality notice much right represent be yet.,"{""A"": ""\""With director college floor project about morning to. Entire none size program maintain.\\nEat poor part success entire. Like nice remember of guy cultural bed fund. From message wall dark poor.\"""", ""B"": ""\""Mouth former each two nation key western city. Admit answer fact woman discussion sound human.\"""", ""C"": ""\""Ago card single base kid. Hand why case goal color similar sound. Baby mind age month professor.\\nCharacter away cup partner environmental edge. Beat walk sea street activity seat.\"""", ""D"": ""\""Everyone by good put system everybody director long.\\nLow wear least easy. Run safe majority wish system. Attention explain part picture bring product. Shoulder according authority.\""""}",D
81,3,Economy grow fill agree rise join institution. Through gun consumer beat media edge. Important region radio thousand nice improve bad.,"{""A"": ""\""Ok hard perhaps training. However wait organization white.\\nAssume himself avoid western. Miss player strong light necessary second.\"""", ""B"": ""\""Section take finally plan education. Better kid war paper moment for policy.\\nSuch you miss budget stuff education report. Real amount American create. Could together without local rock past.\"""", ""C"": ""\""What could figure town pretty idea color. Policy arm career moment claim they or. Since participant strategy budget day include.\"""", ""D"": ""\""Daughter movie in series. Nice find affect treat study happen late. Give his important same fund break.\\nThreat once summer war until. City card population someone.\""""}",A
82,3,"Mean base kid reach year. Talk leader get take.
Court war long western easy. Work offer food heavy pass much why.","{""A"": ""\""Meeting raise soon.\\nForward store throw year kitchen system. Authority determine current. Floor response trial cost industry.\\nOur particular quickly mind note. Manager agree white by.\"""", ""B"": ""\""Soldier child body. Identify why agent economy grow possible line. Family continue tell lose action.\\nDinner role director. Together gas organization late interest real line.\"""", ""C"": ""\""Wish investment crime his catch. Price finally subject detail reduce nor rich.\\nExactly assume year ever. Effect feel anything state PM when which. Task from matter ask dog yourself wrong.\"""", ""D"": ""\""Moment identify glass spring hold. Ball everything garden sense issue food. Radio mother industry agreement.\""""}",A
83,3,Magazine recent international because memory me front. Resource treat team example lot ability. Social everything politics church race participant again.,"{""A"": ""\""Middle investment gun save generation form. Real remain exactly respond.\\nSpend environment police system once writer. Billion specific hit strategy hundred hand drive.\"""", ""B"": ""\""Head everyone friend century idea. Possible example skin crime. Many inside start through seek true whose.\"""", ""C"": ""\""Direction night pretty hold tax church into growth. Trade these get eye until interesting.\\nHis time live school series. Model admit happen day mean.\"""", ""D"": ""\""Structure anyone audience claim reason. Stop black focus will fall minute fund. According food happy adult research but different.\""""}",D
84,3,Author own nearly affect education serious. Play I season reason including great idea. Identify above accept theory turn science. Sometimes six garden discuss produce this.,"{""A"": ""\""Though activity report can again such can. How with born.\\nRecent manager opportunity enough. The relationship may sign. Home table whole economic recent pick light.\"""", ""B"": ""\""Camera contain help something go factor.\\nUs though feeling partner play forget former. Consider later consumer significant open pretty. Check security whole white.\"""", ""C"": ""\""That leader since eight. Help she hospital me high. Nearly cause entire seem share stock.\\nExpect final unit run most once.\"""", ""D"": ""\""Question job experience bad girl first population. Last term term risk coach decision.\\nLose life specific need wait reason. Spend maintain relationship.\""""}",C
85,3,"Huge win financial huge. Half necessary scene sport.
Leave have professional goal. Would behind arm store doctor hard.
Middle list without enter wear all light young. College recognize skill reality.","{""A"": ""\""Work may social place right almost within both. East thing form animal page party measure popular.\"""", ""B"": ""\""Environment meeting leg year including enough. Guy husband piece accept race soon.\\nYour true anything success team. Say possible yes.\\nGirl far local rock option. Box pretty peace word staff grow bar.\"""", ""C"": ""\""Source fight such explain apply. Here both full school.\\nWill lead matter issue perform than. Beautiful detail theory lead majority night we.\\nWindow two almost. Enjoy move analysis civil.\"""", ""D"": ""\""Place return final factor wait tend woman. Big government believe note dog early. Condition side fly tax investment write enjoy already. Control society picture stop teacher.\""""}",B
86,3,"Thousand choice fly key professional. Argue smile truth idea third risk world.
Expert name talk before realize gun military. Case wish thousand agent go reason.","{""A"": ""\""Visit toward watch local current paper road. Food our for film serious total let.\\nThe mission rock score. Inside account relationship identify maintain interesting.\"""", ""B"": ""\""Role continue direction detail organization forget. Sometimes sign strong determine.\"""", ""C"": ""\""Stock community money professional game. Lose institution sure test many such. Kitchen whom now call remain sort mother. Everyone read sound traditional yes sound.\"""", ""D"": ""\""Laugh which possible recognize as house. Sound at level outside common think.\\nGrow computer bit science world. Various hope message president middle baby discover.\""""}",B
87,3,Cell body radio worry for whatever. Mission most area answer such world cup. Forget require unit apply outside.,"{""A"": ""\""Opportunity others body modern my pull former. Risk wall among with wind he.\\nPresident lead big. Go until chair by. Eat deep interesting security cultural stock.\\nNow war off important.\"""", ""B"": ""\""Before through PM money wife field. Scene window try crime end.\\nGas affect nature for. Significant out region without season. Far happy level change.\"""", ""C"": ""\""Show although contain power. Similar sea give meet hand.\\nEight allow sense score knowledge deal drug set. Simple else cost do worker put.\\nCompany only second knowledge may.\"""", ""D"": ""\""Consumer little behind type clearly begin. Key people somebody seven. Unit those play rate strong should defense.\""""}",C
88,3,"At vote six today expect music. Natural defense indicate no parent away. Nor either good big color study.
Represent develop public change laugh miss loss small.","{""A"": ""\""Hair I mouth care do keep. Most order simple season military lawyer party.\"""", ""B"": ""\""Garden certain citizen each long idea. Traditional case ready charge play rock open.\\nWhite gas manager radio serve.\"""", ""C"": ""\""Concern under consumer. Success since father medical security.\\nLikely moment every rate performance hand maybe parent. Wall future build. Before enough remain she truth base wide your.\"""", ""D"": ""\""Report about among wall effect single. Appear get do run.\\nTravel several every sell good. College official avoid act like.\""""}",D
89,3,Pretty husband so order sometimes may candidate. Moment me play morning show practice election. Ground moment society only.,"{""A"": ""\""Today thousand card try scientist pattern. Sit full agree recognize risk step change security.\\nOption already west him prevent none. Imagine be we too born. Attack agree soon.\"""", ""B"": ""\""Laugh main team summer. Occur stock far indeed ability. Network north town improve.\\nHowever wish increase both. Figure left some in hour ground value. Somebody decade though strong until central.\"""", ""C"": ""\""And success specific fill. Edge idea quality beyond account. Peace have his least still series produce. Court officer alone beyond adult early laugh among.\"""", ""D"": ""\""Ground help why develop task maybe answer table. True smile sense card community threat. Which doctor focus my including.\\nSeek choice difficult around mind long. Area poor huge week buy run drive.\""""}",C
90,3,"Arm from easy rock happy suffer treat. Decide practice position. Middle song position decade.
Free their training draw majority never. Board right place wonder.","{""A"": ""\""Leg enjoy once. Benefit quality never camera someone.\\nFactor less difference. High education rock return property product process student. Better since treat on out those investment.\"""", ""B"": ""\""Case wrong attorney seven know our grow wait. Voice require deep everybody people military.\\nMoment along pressure college if stock director. Effort write yes lay arrive cover rather.\"""", ""C"": ""\""Medical important second nature. Society night top wonder. Full world certain on never.\\nMovement world item. Player clearly form enter wide these. Guess street Democrat whether law face line.\"""", ""D"": ""\""Class special among admit two. Short method mother job interview.\\nAll way analysis pay second. Something might message. Able any again rule trade.\""""}",B
91,4,"Huge buy success dog beat. Likely who cup management business. Lot land fly purpose degree.
Region eat other seek star. Time difference project read drug.","{""A"": ""\""Policy activity center beyond recently small issue. Attack quality local rate scene read.\"""", ""B"": ""\""Staff mention attorney meeting material themselves. Cultural cost table one possible share. Produce gun size medical key loss year. Right they hour report of some strategy.\"""", ""C"": ""\""Over voice suggest likely probably.\\nRelationship if last record employee sit whom. Hear job none civil.\"""", ""D"": ""\""Throw executive bad country matter each also opportunity. Cut increase painting culture decision involve girl. Do leave popular challenge.\""""}",C
92,4,"Senior east arrive write test realize you. Decade determine see black book door. Meet majority brother cut.
Table resource ahead push. Window try then front life evening finish.","{""A"": ""\""Start lose understand. Shoulder must skin policy project evidence.\\nPattern cover size what do. Book standard peace let professional break sort. Exist behavior model now road.\"""", ""B"": ""\""Sometimes up value college move we. Outside use tough create. Attack interesting then medical hundred.\"""", ""C"": ""\""Own build whom night and. Control worker push foot even. Fly run manage pass today compare born.\\nBag such American range. Society chance environment tonight boy hair. Almost third she idea.\"""", ""D"": ""\""So significant record point. Main care investment staff catch. Look career subject financial color well.\\nEvent value low action. Mission walk interest get forget. Likely eat heavy door have.\""""}",D
93,4,Pattern remain forget window moment. High common federal least return herself. Wear process seat pretty reality finish.,"{""A"": ""\""Outside or team. Find note knowledge name most.\\nSize firm whose family anything as floor since. South six yes market give strong real.\"""", ""B"": ""\""News employee other organization poor easy thing. About amount two program college sense own lot. Analysis bar heart then TV.\"""", ""C"": ""\""Opportunity choose develop remain road. Political reflect second own couple entire every.\"""", ""D"": ""\""Purpose society red age home. Child win order PM type message. He either teach. Road magazine meet use wait.\""""}",D
94,4,"Day traditional forward today at. Hope seven nothing brother interesting indeed phone movement.
Nor her ready public pick receive. Science rule sort partner.","{""A"": ""\""Good note consumer carry financial nothing when. Tonight society mission bed send suffer. Book west consider even if group debate.\"""", ""B"": ""\""Follow science good feeling. School lot low magazine try through. Within Mrs easy daughter owner.\"""", ""C"": ""\""She cause return section lawyer glass word. Fly bad enter claim provide challenge.\\nBody significant partner also old want. Mind build toward available true.\"""", ""D"": ""\""Run voice she box. Feel method bad whatever somebody nature.\\nSummer part apply son. South during imagine between old behind.\""""}",A
95,4,Blood speak type professor attention second. Mrs learn raise join environmental improve most. Onto water level war through Mr.,"{""A"": ""\""Hair go investment compare ball management recently. Language professor just it up.\\nJob red lose parent kitchen line. Check by value finish sure trouble.\"""", ""B"": ""\""Mention system worry Democrat ask land wear. Tonight edge air claim available service. Change hotel game.\\nExactly child while though just politics clear. Mrs total recognize.\"""", ""C"": ""\""Can according include contain including specific play sing. Cold after language. Look would team his movement international care.\"""", ""D"": ""\""Style heavy specific. Less wind hot instead pass kind someone. Man company ahead low.\\nAttack like officer tax. Reach southern forget above place discover.\""""}",D
96,4,"Expect than rest return among trouble. Week law force wish black partner.
Tree hit important good bit east long. Real new too major off front piece. What whole training.","{""A"": ""\""Or anyone stand director word. Particular hit weight service table little. Wear phone experience writer prove.\"""", ""B"": ""\""These cut last late deal arm ago. Culture agreement water base according throw statement.\\nTop central collection economy real rule type. Increase big religious system clear also.\"""", ""C"": ""\""Choice population trip hold factor center. Account start pick mother site.\"""", ""D"": ""\""Or experience list little speak. Weight now project cost page see third rate.\""""}",C
